note_id,type,title,desc,video_url,time,last_update_time,user_id,nickname,avatar,liked_count,collected_count,comment_count,share_count,ip_location,image_list,tag_list,last_modify_ts,note_url,source_keyword,xsec_token
62ab2985000000002103b438,normal,细思极恐🆘超大尺度悬疑片❗半夜不敢看,"mie门❓鲨女❓计中计❗一部充满了人性yu望的悬疑电影🔥🔥🔥
	
📺片名《血观音》
⚠️悬疑
🏅8.5分|2017|中国台湾
惠英红🆚吴可熙🆚文琪
	
📢棠家有母女三人。棠夫人手段狠辣，周旋于复杂的政商关系❗大女儿棠宁浑身是刺却被迫配合母亲完成桃s交易㊙️小女儿棠真看似单纯，唯母命是从❓三人各怀鬼胎❌
	
📢棠夫人与众官员夫人密谋购买地皮之事，可被众人委托此事的林议员一家某日惨遭mie门‼️只剩女儿重伤残活🆘棠家三人被牵扯其中⚠️这是三个利己者的争斗‼️
	
📢这部电影把人性展现得淋漓尽致，片尾那段棠真对着病床上奄奄一息的棠夫人说道：长命百岁（偿命百岁），万年富贵（万年负愧），令人毛骨悚然🆘🆘🆘结尾的台词说得好：“世界上最可怕的不是眼前的刑罚，而是那无爱的未来”🙏
	
📢本片2017年斩获金马奖最佳剧情片、观众票选最佳影片，主演惠英红更是荣获第54届金马奖最佳女主角🏅三个女性角色的表演都可⭕可点。
	
#悬疑[话题]# #悬疑片[话题]# #悬疑电影[话题]# #烧脑悬疑剧[话题]# #电影[话题]# #高分电影[话题]# #电影推荐[话题]# #细思极恐[话题]# #烧脑悬疑剧[话题]# #好剧推荐[话题]# #追剧[话题]# #推荐一部好电影[话题]# #看一部电影[话题]# #悬疑惊悚[话题]#",,1655384453000,1655384454000,5f16e8e2000000000101e6be,不冷不热（推剧）,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31nruniqh5m605nomt3h0bplugs0rtro,2.3万,1万,513,1711,,"http://sns-webpic-qc.xhscdn.com/202511172333/7d9fe371332e868287b70d3c412239db/01026g01klb82zlxx3201191hk9bt9tyre!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202511172333/887e35def6bf8dbb93955f9aeec13a45/01026g01klb82zlxx3201191hk9asx0rye!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202511172333/d6574b9e876d077bc1a30d3b8603773f/01026g01klb82zlxx3201191hk97i0iwb6!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202511172333/c0770a85fe8d0c0b2da09973abfba3e8/01026g01klb82zlxx3201191hk96z9y1p4!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202511172333/079644a24a4266222491cf71d43cef7e/01026g01klb82zlxx3201191hk949lfkg1!nd_dft_wlteh_webp_3","悬疑,悬疑片,悬疑电影,烧脑悬疑剧,电影,高分电影,电影推荐,细思极恐,好剧推荐,追剧,推荐一部好电影,看一部电影,悬疑惊悚",1763393710325,https://www.xiaohongshu.com/explore/62ab2985000000002103b438?xsec_token=ABUzRAQPorxucKzpGpVeoosa8_Ge0CaxR2_uXCOGxnBRA=&xsec_source=pc_search,血观音 母女,ABUzRAQPorxucKzpGpVeoosa8_Ge0CaxR2_uXCOGxnBRA=
67a84ef400000000290330c3,normal,《血观音》本应陌路人，奈何成母女,"#血观音[话题]# #血观音解析[话题]# #血观音棠宁[话题]#
	
棠佘月影和棠宁的人生本来是截然相反的
一个从是低层酒家女，靠着一个个有权势的男人当台阶往上爬，其中受得罪吃得苦，心中多少筹划算计，都隐藏在棠夫人漫不经心的笑容里
	
尤其在看尽将军死后所有人拜高踩低的嘴脸后，权势地位那必须是必需品
	
棠宁天生就是小公主，作为将军在台湾唯一的独生女，物质地位自是不缺的，但大概就是比较爱自由的性格，受不了严格管教，青春期离家出走，未婚先孕
	
如果不是未婚先孕，破坏了上层阶级体面的规律无法联姻，棠宁可能一辈子也不会和母亲三观行为有正面冲突
	
在棠夫人眼里，为达目的一切都可以利用，陪睡也只是其中一个手段，甚至让女儿顶罪都不是什么要紧的事，
	
反正等冯秘书和自己掌权之后，从监狱捞出来也是分分钟的事，虽然因为未婚先孕上层嫁不了，但是嫁给廖队长这种新起之秀也是可以的，有权提拔也很容易，到时候又是体面的官太太
	
棠宁并没有棠夫人底层爬出来的那种强悍的心脏和忍辱负重得过往
她是正常环境长大的
她眼里母爱绝不应该是自己被母亲一次次为了什么目的，把自己推到各种男人的床上去
	
但她也不是独立的人，也没有什么生存技能，她要的自由从一开始就是做不到的，她无法对自己负责
	
这部影片导演得倾向很正义，他虽然把棠佘月影塑造得很有魅力，但是他本人很明显觉得，棠夫人是地狱恶鬼，值得永世不得超生
	
恩……怎么说呢，棠夫人当然值得这个恶鬼的称号
但是，为什么只有女性为了权势不择手段就会被指责啊？
	
翻开历史书，那些功成名就的帝王将相哪个都是杀人千万，出卖亲生子女，那更是家常便饭
	
如果棠佘月影应该去下地狱，那这些人是不是得在十八层地狱待个千万年才能投胎
	
当然，封建社会亡了一百年了，世界崇尚人权民主
	
棠宁当然是值得同情的—— 一个有普世价值观的，只想要普通世俗之爱的普通人，偏偏摊上一个权势至上主义的妈
	
后者还把自己的价值观强加在前者身上
	
想来想去，唯有祝愿
棠宁来生能得到她想要的世俗之爱
棠夫人继续走她永不回头得修罗路
两个三观背道而驰的人——永不复相见",,1739083508000,1739147057000,6491063f000000001001ef92,破釜沉舟,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31fp1njbr7e105p4h0ovk3rsimecpq7o,6208,809,220,257,,http://sns-webpic-qc.xhscdn.com/202511172333/031e6dbd6495d92557ae474000cc4369/1040g00831dm1s7u0gc005p4h0ovk3rsiq3pb54o!nd_dft_wlteh_webp_3,"血观音,血观音解析,血观音棠宁",1763393711307,https://www.xiaohongshu.com/explore/67a84ef400000000290330c3?xsec_token=ABPW72p3QD-1D3Mmf_FuL_8_YN1yr__5ckXYyLJRNlOg0=&xsec_source=pc_search,血观音 母女,ABPW72p3QD-1D3Mmf_FuL_8_YN1yr__5ckXYyLJRNlOg0=
67c13b23000000002a00eb85,normal,《血观音》中棠宁知道自己会死吗？,"转载，侵删。
	
血观音中的母女关系不仅适用于一些畸形的母女关系，也适用一些畸形的父女关系。
	
#血观音[话题]# #血观音棠[话题]# #人知鬼恐怖鬼晓人心毒[话题]# #女性意识的觉醒[话题]#",,1740716835000,1740750102000,615bf446000000000201a0c4,金光初生,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo318l60vl60o005oaruh30j864l9jdie8,1638,520,86,103,,"http://sns-webpic-qc.xhscdn.com/202511172333/806687caa3026091b334f11fe3066baa/1040g2sg31eecmng508dg5oaruh30j864j86c5u8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202511172333/0fb7a842071e07762e6dabf06c7c4f65/1040g2sg31eecmnm6gedg5oaruh30j864bgjprt0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202511172333/f94f59af8b8b99566d65c6b711c3fc5b/1040g2sg31eecmngj16605oaruh30j864j29mii8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202511172333/8a2971bcd7f393fcc77feb8ddc1655bf/1040g00831eecmnm6126g5oaruh30j864i1ur8mg!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202511172333/fac449a1f8b9dca8a2f07c45cfa83040/1040g2sg31eecmnm5h6dg5oaruh30j8640umcbd0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202511172333/3f8aa91c3489062d882176728bdafd56/1040g2sg31eecmnljh26g5oaruh30j8644s1ps6g!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202511172333/6aec68c03fa3228cc924b5305e613bff/1040g00831eecmnl012605oaruh30j864ssfflcg!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202511172333/ccf7515dd3dcfc841e4a70636ce8dca2/1040g2sg31eecmnkdh6dg5oaruh30j8643tc83ng!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202511172333/69978eaddd4f1467162e8bb19d0342ca/1040g2sg31eecmnjl0e605oaruh30j864jj3vftg!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202511172333/33e2629f96de65dfe5205434b4a82269/1040g00831eecmnjmh66g5oaruh30j864n68peag!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202511172333/09e6f387980bb2d08c75a3c8fc4ecf78/1040g2sg31eecmnj716d05oaruh30j8645f9q6h8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202511172333/48bd713434e63cf8bff19cb3bdfa5608/1040g00831eecmnj4gc6g5oaruh30j8647srmr78!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202511172333/b9d50fcd450ceb622b8c1689b267a039/1040g00831eecmnib16605oaruh30j8642fpmstg!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202511172333/ad22ae6b23aad8a0ffbf0a0ace321a56/1040g2sg31eecmnhog8d05oaruh30j8648piaqm0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202511172333/b374ff26469038620319adcd9f596c50/1040g2sg31eecmnh7gcdg5oaruh30j864ajf02og!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202511172333/aa2c23bf159b63e062efd08360e52f9d/1040g00831eecmng8gc4g5oaruh30j8646jfkpb0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202511172333/487ce704f6c9acb9174c12938f9ea503/1040g2sg31eecmng70ed05oaruh30j864hjkped8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202511172333/9363b1a5a6574a957942339cbfddd0a2/1040g00831eecmng70c6g5oaruh30j86463ser9g!nd_dft_wlteh_webp_3","血观音,血观音棠,人知鬼恐怖鬼晓人心毒,女性意识的觉醒",1763393711308,https://www.xiaohongshu.com/explore/67c13b23000000002a00eb85?xsec_token=AB5goKWek-8nZQx2gMH4_1E2Grr1zp9gCYTxIujY2KsnQ=&xsec_source=pc_search,血观音 母女,AB5goKWek-8nZQx2gMH4_1E2Grr1zp9gCYTxIujY2KsnQ=
67d7e2cf000000001b025892,video,「19」背锅30亿，棠宁决定拿回失去的一切！,深度拉片《血观音》  ﻿#红薯地影视狂飙季[话题]#﻿ ﻿#血观音[话题]#﻿ ﻿#惠英红[话题]#﻿ ﻿#文淇[话题]#﻿ ﻿#审美积累[话题]#﻿ ﻿#拉片[话题]#﻿ ﻿#视听语言[话题]#﻿ ﻿#东东爆破[话题]#﻿﻿,http://sns-video-bd.xhscdn.com/spectrum/1040g35831f4fj1f56q0g5nvld63g8tnedlg34n0,1742201551000,1742225901000,5ff5698700000000010076ee,东东爆破,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30smsn6nqjs005nvld63g8tne12se49o,1268,187,37,14,,http://sns-webpic-qc.xhscdn.com/202511172333/2fa215e24727c9be4ed59a59a56e8ef7/spectrum/1040g34o31f4s99e15s0g5nvld63g8tne3lhuosg!nd_dft_wlteh_webp_3,"红薯地影视狂飙季,血观音,惠英红,文淇,审美积累,拉片,视听语言,东东爆破",1763393711311,https://www.xiaohongshu.com/explore/67d7e2cf000000001b025892?xsec_token=AB5PltPeDLCsB0szer9BoYstTUh-99NUK2gYMax2kewsc=&xsec_source=pc_search,血观音 母女,AB5PltPeDLCsB0szer9BoYstTUh-99NUK2gYMax2kewsc=
6641ff53000000001e0238dc,normal,血观音 | 棠宁棠真这条线看得我好痛苦,"当年第一次看的时候连主线剧情都看得云里雾里的，伏笔和暗喻也都是看解说和分析帖才明白的。这次重温完全被棠宁和棠真这条母女线吸引了全部注意，甚至看哭了。
最令我动容的一幕是Marco被审讯后，棠宁骑车载着心情低落的棠真离去。一路上沉默无言的俩人双手紧紧握在了一起，棠真也将头靠在了棠宁的肩上，昏黄的路灯下微风拂过她们的面庞和发丝。平时隔阂很深无法靠近的母女俩在脆弱的时刻才有了短暂的相互慰藉，这一幕在这部鬼气森森黑暗得像看不到尽头的电影里美好温情得让我想落泪。
棠宁在这部电影里真的是彻头彻尾的悲剧人物，母亲的傀儡，腐烂的玫瑰。这种整日醉生梦死需要靠着安眠药和酒才能活下去的人却还是愿意为了女儿奋力一搏，看到最后在岸边已经精神崩溃的她摸着棠真的脸告诉她“妈妈爱你”时我哭到停不下来。
	
#电影[话题]# #血观音[话题]# #文淇[话题]##吐槽[话题]#",,1715601235000,1720000156000,6636fc5900000000070076d8,楚星洲,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31ji1m2i52o2g5phmvhchotmoik8b6k8,932,119,86,16,,"http://sns-webpic-qc.xhscdn.com/202511172334/3a2af304ddf278239b93d8b0d99557fb/1040g008312o4l5jr2q105phmvhchotmo5u436o8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202511172334/7e1b69945a9843da0109646f6ce5b083/1040g008312o4l5jr2q0g5phmvhchotmo39s0mao!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202511172334/281a90ea50cf141ef46999a2ed35c2dc/1040g008312o4l5jr2q005phmvhchotmo3fh1ls0!nd_dft_wlteh_webp_3","电影,血观音,文淇,吐槽",1763393711312,https://www.xiaohongshu.com/explore/6641ff53000000001e0238dc?xsec_token=ABD5aRVX0tCCosN50n604fn0YH7sM6IhchG46YPmyqHwY=&xsec_source=pc_search,血观音 母女,ABD5aRVX0tCCosN50n604fn0YH7sM6IhchG46YPmyqHwY=
66584e490000000014019860,normal,🔥血观音看完我有一个大胆的推测....,"💫1. 棠真的身世
棠真如果是棠宁与某个权贵的孩子棠夫人定会加以利用，但很明显棠真的身世在棠家并没有着重演绎，加上棠宁与林议员的谈话“未婚妈妈很麻烦”，由此推断棠真应是棠宁早年间与某个身份地位不高的男人所生。
	
💫2. 林家灭门惨案的真凶
其实从整个观感来看，观者可以大概知道凶手是棠家，但影片中其实给出了一些线索：
🔎①死者全部口中含糖（棠），调查得知糖来自缅甸，与段氏兄弟的家乡一致，所以段氏兄弟应该#是灭门案的执行者
🔎②棠宁似乎知道藏在家中花房的Macro，她故意用开片戴在段忠还是段义脖子上的弹壳项链划玻璃，引Macro陷入案发时的恐怖回忆。此处也是暗示段氏兄弟是案件执行者
	
💫3.棠宁要带走棠真
棠宁跟棠真讲述林家的真相，棠真也听哭了，但当棠宁一说要带她离开，她很快就作出了选择。电话那头镜头转给了棠夫人，一开始我以为是棠真拨错了，后面才反应过来是棠真觉得跟着棠宁实在没有出路，毕竟一个xd又善于周旋各种男人的棠宁到了缅甸以后的日子可想而知，这里回应前面段氏兄弟也xd，那么到了缅甸为了毒资他会不会强迫棠宁去卖身呢...所以，看透这些的棠真选择主动打电话给棠夫人，这也是为什么下车后棠宁用手铐将棠真拷住，因为她害怕棠真还会动逃走的心思。好在最后棠真的致命一问让棠宁彻底释怀，真正为自己的孩子好应该让她自己选择前面的路怎么走。
	
💫个人认为棠真早在林翩翩透露她与棠宁的母女关系前就知道这件事，但直到棠宁死之前，棠真打心里可能从没有也不愿意正视她xd，靠色相与男人进行交易的母亲。棠宁的死可能是棠真真正看清棠夫人心狠手辣，冷血无情，就像血观音，形貌是观音，表面和蔼，八面玲珑，实则为达目的不择手段....
	
#血观音[话题]##血观音解析[话题]# #血观音要活的像个人样[话题]# #血观音推测[话题]##血观音电影[话题]#",,1717063241000,1717064905000,5e3d6c17000000000100aa70,小鱼干儿,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30nbdktgp5u605nhtdgbg9ajgh3ilvn8,870,170,34,60,,"http://sns-webpic-qc.xhscdn.com/202511172334/195430e7e8b974739b31a569eb016995/1040g2sg313dtpid2g0105nhtdgbg9ajgg82q53g!nd_dft_wgth_webp_3,http://sns-webpic-qc.xhscdn.com/202511172334/4acf6049bbec72e8a885896a1b85513b/1040g2sg313dtpid2g0405nhtdgbg9ajgebff130!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202511172334/f8b1c77e1fec2d2391cbca964969ce54/1040g2sg313dtpid200705nhtdgbg9ajgle6ffrg!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202511172334/7f6a3cc576f0c32531bc93293c56c655/1040g2sg313dtpid2007g5nhtdgbg9ajg4bd9leg!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202511172334/7db04508be98b7af1b595fb3b0bff8f7/1040g2sg313dtpid2g00g5nhtdgbg9ajg5kg80j0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202511172334/aec30654c3431c595c8e0d152ed92815/1040g2sg313dtpid2g0305nhtdgbg9ajg9n9e5cg!nd_dft_wgth_webp_3,http://sns-webpic-qc.xhscdn.com/202511172334/57d8736efee371ff72ebc7fc69bf7ae0/1040g2sg313dtpid200805nhtdgbg9ajgqeq27do!nd_dft_wgth_webp_3","血观音,血观音解析,血观音要活的像个人样,血观音推测,血观音电影",1763393711316,https://www.xiaohongshu.com/explore/66584e490000000014019860?xsec_token=ABluBaeJKPEiAB9dJuiOJ8Nf8NEusPUfG1Gg2TytL_P8Q=&xsec_source=pc_search,血观音 母女,ABluBaeJKPEiAB9dJuiOJ8Nf8NEusPUfG1Gg2TytL_P8Q=
62b94bdd0000000004007cca,normal,电影《血观音》之疑问，涉剧透,"棠母：开篇的棠母真真是我喜欢的感觉，有气质温柔且沉稳，是做大事的女人。可是看到最后真的是人不可貌相。一边残忍杀害别人全家，一边念《心经》；一边炸死亲女儿，一边念《往生咒》。可是通过不按常理的出牌就能看得出，她并非如她的外表一样慈善：让外孙女当女儿的乱伦操作，让亲生女儿色相诱人…
棠真：我能理解她想做棠母的乖乖女，不与“姐姐”棠宁为同类。她外表内敛，其实藏了很多自己的欲望，偷看到了“姐姐”棠宁的肉体欢愉，偷偷幻想翩翩与marco的青涩感情是自己与Marco的。青春期的女孩是敏感的，如果棠宁是她从不交际的叛逆“姐姐”，那翩翩就是会分享秘密的闺蜜，所以她“爱上了”好姐妹翩翩爱上的男人。这也是为什么她最后看着翩翩断气在自己眼前，没有救她，也是为什么不会跟棠宁离开棠母的原因。她认可棠母，如同需要得到棠母的认可。这种乖乖女身份下藏着的恶，也是需要在棠母身边才能得到维护。
棠宁：如同名媛的交际花，善用色相谈利益。酗酒，纵欲，但又能用美色达到自己的目的。本来以为是缺爱导致的。却不想看到最后，原来都是棠母一手培养出的。棠宁是悲哀的，也是有肉的。可是她这一生没能反抗成功棠母。一直是棠母带着的花瓶，连最后想逃离棠母，都被棠母给解决掉了。
所以我最不理解的是，为什么棠母要这么做？为了帮一个情人选举成功，不惜牺牲掉自己女儿的名跟命？中间这个男人什么都没做，靠着这么个情妇操作成功拉下对手。 试问棠母初心：难道为了一个男人不惜贪污毁名让女儿坐牢，甚至不小心搭上了女儿性命，女儿竟然没有情人上位重要？
#血观音[话题]# #电影感[话题]# #电影分享[话题]#",,1656310749000,1656314180000,54dabe73e7798932ad3e31b2,蘑菇酱,https://sns-avatar-qc.xhscdn.com/avatar/6279a6042073d4c40cd2b559.jpg,804,193,128,11,,"http://sns-webpic-qc.xhscdn.com/202511172334/848b44cb6fbb54c88b189bb17c6265f0/01026r013fh5tjv7oaa010uoiykc9vh11x!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202511172334/350a47ff5b46c1f6f360f5a76a75513c/01026r013fh5tjv7oaa010uoiykb6bh228!nd_dft_wgth_webp_3,http://sns-webpic-qc.xhscdn.com/202511172334/49527bfc07126fcaab4bd94d60a02d5d/01026r013fh5tjv7oaa010uoiykdvt0hsx!nd_dft_wgth_webp_3,http://sns-webpic-qc.xhscdn.com/202511172334/2287094c6fd44dd05b8caa7b380db2d4/01026r013fh5tjv7oaa010uoiyk93ruf05!nd_dft_wgth_webp_3","血观音,电影感,电影分享",1763393711317,https://www.xiaohongshu.com/explore/62b94bdd0000000004007cca?xsec_token=ABTHstcVSxwbxJGKdn-3K64_5XaPPGUXMnQDeT-1X6Bfs=&xsec_source=pc_search,血观音 母女,ABTHstcVSxwbxJGKdn-3K64_5XaPPGUXMnQDeT-1X6Bfs=
633079c70000000017017842,normal,✨日常电影《血观音》,"除了惠英红作为“母亲”演技真的很有感染力外。 棠宁真的是很悲情的唯一“人性”角色，为了想得到母亲的认可，忍受母亲把自己的女儿变成妹妹，做了混迹名场的交际花。她的酗酒、吃安眠药都是为了精神逃避的一种自我麻痹跟保护。她太渴望自由，她的逃跑亦是对母亲的反抗，在结局里海上的爆炸反而对她来说是最好的解脱。
#惠英红[话题]# #血观音[话题]# #电影[话题]# #影片分享[话题]#",,1664121287000,1664121288000,5e2c86900000000001005edc,about-Irene,https://sns-avatar-qc.xhscdn.com/avatar/67513f1e3460b901d282821d.jpg,604,94,40,5,,"http://sns-webpic-qc.xhscdn.com/202511172334/b840f8e380434ab6bece9d7dcc1863b9/03029p01kirvhkegrto011f941h0jzc4m7!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202511172334/76397d06ceb4f26f6f056b940d66f643/03029p01kirvhkegrto011f941h1g2lxwa!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202511172334/c5ccf59693e1a8ff849fff6f9a986e7c/03029p01kirvhkegrto011f941h22r0szj!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202511172334/e09ac9ed3c2b9cd6890951aa4287521a/03029p01kirvhkegrto011f941h3n7me2h!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202511172334/02495bf90a6ee732c790c45cb701314d/03029p01kirvhkegrto011f941h4r381f9!nd_dft_wgth_webp_3,http://sns-webpic-qc.xhscdn.com/202511172334/101a28fcaa6d0a8da3cbd0c52f0e253f/03029p01kirvhkegrto011f941h5x0utzt!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202511172334/5503445ece12e0f9e3a73f4b7313282c/03029p01kirvhkegrto011f941h6ta9gj8!nd_dft_wgth_webp_3,http://sns-webpic-qc.xhscdn.com/202511172334/68bab91b144bb9a247308e39cb7e4dfc/03029p01kirvhkegrto011f941h7x3vwem!nd_dft_wgth_webp_3","惠英红,血观音,电影,影片分享",1763393711319,https://www.xiaohongshu.com/explore/633079c70000000017017842?xsec_token=ABjxcFsnN30HBIzsnSWo0GqxXuaM6F4mqKqaszmN83j0E=&xsec_source=pc_search,血观音 母女,ABjxcFsnN30HBIzsnSWo0GqxXuaM6F4mqKqaszmN83j0E=
68c9fc3d00000000130343b7,video,东亚母女之恨海情天｜《血观音》,"📺 本期是织簿电影漫谈之《血观音》穿搭分析第一期！我们的常驻系列《珠光宝气》和《我的天才女友》仍在持续更新中，不要错过～
#00:36[时刻]#  恶女，穿衣斗法
#01:16[时刻]#   棠真：隐秘角落的少女心事
#02:07[时刻]#  棠夫人：争夺权力的女性如何穿
#04:57[时刻]#  王夫人：妻子是丈夫的荣誉勋章
#05:44[时刻]#  棠宁，假死人堆里的真活人
#07:12[时刻]#  惊喜彩蛋！
👉 喜欢解读的话请点赞/收藏/关注我们！
💬 你最喜欢《血观音》中谁的穿搭？欢迎在评论区留下你的观点，和朋友们一起讨论！
🎬 或者提名你「最想看的影视剧穿搭深度解读」点赞高的优先安排！
💝 我们的买手号@WordCounts织述 2025秋冬新品，悄然上线。每一件皆由我们悉心甄选，以高级天然面料承载匠心设计，低调中见巧思。我们相信，真正的资本，是无需声张的知性气质。 让衣着替你表达涵养，胜过千言万语。
	
【本期由肉桂奉上】
#WordCounts织述[话题]# #出影院就发repo[话题]# #小红书电影假日[话题]# #红薯地宝藏片单[话题]# #血观音[话题]# #文淇[话题]# #惠英红[话题]# #吴可熙[话题]# #棠宁[话题]# #影视穿搭[话题]# @电影薯",http://sns-video-bd.xhscdn.com/pre_post/1040g2t031mgu545t58l04abroki9t98t9tf3o28,1758067774000,1758106061000,5b6ce49e47a7c3000129a51d,Wordrobe织簿,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31nca1l0cmg004abroki9t98t0mrouk8,353,116,8,11,,http://sns-webpic-qc.xhscdn.com/202511172334/36ba25affc3108fbcb1841081801a821/1040g2sg31mgu545umm704abroki9t98t7amnqqg!nd_dft_wlteh_webp_3,"WordCounts织述,出影院就发repo,小红书电影假日,红薯地宝藏片单,血观音,文淇,惠英红,吴可熙,棠宁,影视穿搭",1763393711321,https://www.xiaohongshu.com/explore/68c9fc3d00000000130343b7?xsec_token=ABUy8YgxTWVKpPr2jdPtutnzJfGvQIOX7eQFcqhD2YgV8=&xsec_source=pc_search,血观音 母女,ABUy8YgxTWVKpPr2jdPtutnzJfGvQIOX7eQFcqhD2YgV8=
613ac7090000000021034eb0,normal,这部电影里没有鬼却比鬼片恐怖,"妈妈sha了女儿
女儿sha了妈妈
看的我汗毛孔都立了起来
权利和欲望使人性扭曲
#我的观影报告[话题]# #电影推荐[话题]##血观音[话题]#",,1631241993000,1631246001000,5a0d63d64eacab6e2ee0fff6,废废静,https://sns-avatar-qc.xhscdn.com/avatar/5f05361dde78f70001a1dbf8.jpg,243,115,25,2,,http://sns-webpic-qc.xhscdn.com/202511172334/cd4f9e466f3178d51c9d56dad3c85b60/111db5c7-f984-3ca3-8399-89ed5a923f71!nd_dft_wgth_webp_3,"我的观影报告,电影推荐,血观音",1763393711324,https://www.xiaohongshu.com/explore/613ac7090000000021034eb0?xsec_token=AB3WGarrcpejZirdn2Zf0dEzPz9S-SOgNfZkZ8sbX-2QY=&xsec_source=pc_search,血观音 母女,AB3WGarrcpejZirdn2Zf0dEzPz9S-SOgNfZkZ8sbX-2QY=
